ID,Date,LocationDescription,Arrest,Domestic,Beat,District,CommunityArea,Year,Latitude,Longitude
8950549,12/31/12 13:15,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,411,4,45,2012,41.75121713,-87.5941236
8950318,12/31/12 10:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1923,19,6,2012,41.94974295,-87.65425788
8950477,12/31/12 9:30,STREET,FALSE,FALSE,922,9,58,2012,41.81497046,-87.70039718
8950502,12/31/12 9:00,STREET,FALSE,FALSE,332,3,43,2012,41.77265275,-87.58520756
8950307,12/31/12 8:20,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,923,9,63,2012,41.80463473,-87.6845184
8950161,12/31/12 8:05,STREET,FALSE,FALSE,1021,10,29,2012,41.86356026,-87.70938975
8950414,12/31/12 7:05,STREET,FALSE,FALSE,213,2,38,2012,41.8167057,-87.61911257
8950417,12/31/12 7:00,STREET,FALSE,FALSE,1921,19,5,2012,41.94157884,-87.68219466
8950164,12/31/12 7:00,STREET,FALSE,FALSE,1511,15,25,2012,41.8963196,-87.76681093
8950087,12/31/12 6:50,STREET,FALSE,FALSE,834,8,70,2012,41.74771072,-87.73631847
8950555,12/31/12 5:45,STREET,FALSE,FALSE,1923,19,6,2012,41.95127996,-87.6515212
8950313,12/31/12 3:00,STREET,FALSE,FALSE,511,5,49,2012,41.708099,-87.6314017
8953484,12/31/12 3:00,RESIDENCE-GARAGE,FALSE,FALSE,1614,16,76,2012,41.97863241,-87.8463122
8950693,12/31/12 3:00,STREET,FALSE,FALSE,914,9,34,2012,41.84297609,-87.63195162
8950179,12/31/12 2:00,STREET,FALSE,FALSE,813,8,62,2012,41.78928542,-87.73392708
8950136,12/31/12 1:00,STREET,FALSE,FALSE,1512,15,25,2012,41.88589576,-87.76656884
9124818,12/31/12 0:01,RESIDENCE-GARAGE,FALSE,FALSE,932,,61,2012,,
8950626,12/31/12 0:00,STREET,FALSE,FALSE,1631,16,17,2012,41.94541381,-87.80716001
8950676,12/31/12 0:00,STREET,FALSE,FALSE,323,3,69,2012,41.76125914,-87.610176
8950575,12/31/12 0:00,STREET,FALSE,FALSE,1731,17,16,2012,41.94548558,-87.72867271
8950474,12/30/12 23:00,STREET,FALSE,FALSE,831,8,66,2012,41.77373481,-87.69297214
8950273,12/30/12 22:30,OTHER,FALSE,FALSE,1211,12,24,2012,41.89896902,-87.70031771
8968675,12/30/12 22:00,STREET,FALSE,FALSE,1032,10,30,2012,41.84170157,-87.70876541
8950093,12/30/12 22:00,STREET,FALSE,FALSE,1931,19,6,2012,41.93382639,-87.67258209
8950088,12/30/12 21:00,STREET,FALSE,FALSE,2532,25,25,2012,41.90391866,-87.75857765
8950297,12/30/12 20:00,ALLEY,FALSE,FALSE,632,6,44,2012,41.7330526,-87.60834188
8950665,12/30/12 20:00,STREET,FALSE,FALSE,1033,10,30,2012,41.84630424,-87.70034167
8949895,12/30/12 19:46,ALLEY,TRUE,FALSE,2512,25,18,2012,41.92874771,-87.80289447
8949936,12/30/12 18:30,STREET,FALSE,FALSE,2431,24,1,2012,42.00551698,-87.66848158
8976358,12/30/12 18:30,STREET,FALSE,FALSE,1935,,7,2012,,
8950674,12/30/12 18:30,STREET,FALSE,FALSE,633,6,44,2012,41.72922549,-87.60592672
8950545,12/30/12 18:00,STREET,FALSE,FALSE,2413,24,2,2012,41.99069768,-87.69347266
8950463,12/30/12 18:00,STREET,FALSE,FALSE,1524,15,25,2012,41.89690643,-87.75953676
8950583,12/30/12 18:00,STREET,FALSE,FALSE,1134,11,27,2012,41.87105871,-87.70708084
8950159,12/30/12 16:00,STREET,FALSE,FALSE,1032,10,30,2012,41.84272306,-87.71039595
8949932,12/30/12 15:30,STREET,FALSE,FALSE,225,2,40,2012,41.79254171,-87.62388407
8950210,12/30/12 15:00,STREET,FALSE,FALSE,222,2,39,2012,41.81396493,-87.59920946
8951754,12/30/12 15:00,SPORTS ARENA/STADIUM,FALSE,FALSE,1233,,31,2012,,
8950515,12/30/12 15:00,STREET,FALSE,FALSE,923,9,63,2012,41.79895418,-87.69531768
8949557,12/30/12 15:00,STREET,TRUE,FALSE,2535,25,23,2012,41.90881267,-87.72056564
8955355,12/30/12 12:00,STREET,FALSE,FALSE,1411,14,21,2012,41.93858862,-87.6980442
8949564,12/30/12 11:40,STREET,FALSE,FALSE,1033,10,30,2012,41.84483324,-87.69536854
8949509,12/30/12 11:00,STREET,FALSE,FALSE,1222,12,28,2012,41.88218985,-87.68734785
8955672,12/30/12 11:00,STREET,FALSE,FALSE,1724,17,16,2012,41.95619842,-87.70305314
8950691,12/30/12 9:00,STREET,FALSE,FALSE,824,8,63,2012,41.79062626,-87.69996199
8949871,12/30/12 8:20,STREET,FALSE,FALSE,632,6,44,2012,41.73377774,-87.60627105
8949314,12/30/12 8:20,STREET,FALSE,FALSE,511,5,50,2012,41.71907672,-87.59726121
8949366,12/30/12 8:15,STREET,FALSE,FALSE,2534,25,20,2012,41.91565928,-87.73614461
8950022,12/30/12 8:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1511,15,25,2012,41.89406434,-87.77026135
8949844,12/30/12 7:15,STREET,TRUE,FALSE,414,4,46,2012,41.74795102,-87.56848729
8949258,12/30/12 7:05,STREET,TRUE,FALSE,813,8,62,2012,41.7868984,-87.73507868
8949695,12/30/12 6:47,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,813,8,64,2012,41.78563355,-87.74148883
8949217,12/30/12 4:50,STREET,FALSE,FALSE,1824,18,8,2012,41.90167499,-87.63006801
8950494,12/30/12 3:00,STREET,FALSE,FALSE,624,6,69,2012,41.75859854,-87.59571387
8950331,12/30/12 3:00,STREET,TRUE,FALSE,1933,19,6,2012,41.93812825,-87.65871076
8949483,12/30/12 2:00,STREET,FALSE,FALSE,2023,20,77,2012,41.9807119,-87.65668364
8949779,12/30/12 1:30,STREET,FALSE,FALSE,2411,24,2,2012,42.01692976,-87.6876604
8949135,12/30/12 1:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,532,5,53,2012,41.668849,-87.61752109
8949358,12/30/12 1:00,STREET,FALSE,FALSE,422,4,46,2012,41.74745959,-87.55133589
8949806,12/30/12 1:00,STREET,FALSE,FALSE,1732,17,16,2012,41.95028584,-87.71538963
8949479,12/30/12 0:30,STREET,FALSE,FALSE,511,5,49,2012,41.71241567,-87.63182721
8949094,12/30/12 0:30,STREET,FALSE,FALSE,1021,10,29,2012,41.86622924,-87.71068914
8949392,12/30/12 0:30,STREET,TRUE,FALSE,313,3,42,2012,41.78554466,-87.61431417
8949213,12/30/12 0:01,STREET,FALSE,FALSE,631,6,44,2012,41.74853433,-87.60374457
8949144,12/30/12 0:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2533,25,25,2012,41.90423694,-87.74986131
8949625,12/30/12 0:00,STREET,TRUE,FALSE,1123,11,23,2012,41.88889174,-87.71382587
9042047,12/29/12 23:30,STREET,FALSE,FALSE,1113,,25,2012,,
8949031,12/29/12 23:11,STREET,FALSE,FALSE,1523,15,25,2012,41.8829396,-87.76036314
8949367,12/29/12 21:00,STREET,FALSE,FALSE,2514,25,19,2012,41.93491701,-87.75847951
8948976,12/29/12 20:30,STREET,FALSE,FALSE,1012,10,29,2012,41.86042626,-87.7309688
8950125,12/29/12 19:30,STREET,FALSE,FALSE,734,7,67,2012,41.76569437,-87.66367263
8949409,12/29/12 18:30,STREET,FALSE,FALSE,432,4,52,2012,41.71934754,-87.53664422
8949852,12/29/12 18:00,STREET,FALSE,FALSE,1032,10,30,2012,41.84283673,-87.70757999
8950280,12/29/12 18:00,STREET,FALSE,FALSE,1024,10,30,2012,41.8458767,-87.70644932
8948759,12/29/12 17:30,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,332,3,43,2012,41.77324532,-87.58644344
8948749,12/29/12 17:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,632,6,44,2012,41.73838131,-87.61829567
8948893,12/29/12 17:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,833,8,65,2012,41.77065019,-87.72270715
8948698,12/29/12 16:15,STREET,TRUE,FALSE,1013,10,29,2012,41.85061391,-87.7343312
8949686,12/29/12 16:00,STREET,FALSE,FALSE,1911,19,5,2012,41.95950432,-87.67982827
8948734,12/29/12 14:00,STREET,FALSE,FALSE,813,8,64,2012,41.77471631,-87.76145203
8949749,12/29/12 12:00,STREET,FALSE,FALSE,1922,19,5,2012,41.94631884,-87.67414769
8950256,12/29/12 12:00,STREET,FALSE,FALSE,811,8,56,2012,41.78641913,-87.80109192
8948422,12/29/12 11:30,STREET,FALSE,FALSE,432,4,52,2012,41.70757959,-87.53422596
8948633,12/29/12 11:30,STREET,FALSE,FALSE,725,7,67,2012,41.77723685,-87.65944274
8948861,12/29/12 11:00,STREET,FALSE,FALSE,835,8,70,2012,41.75183135,-87.70719664
8948504,12/29/12 11:00,STREET,FALSE,FALSE,2433,24,77,2012,41.99254523,-87.65814377
8948353,12/29/12 10:00,GAS STATION,FALSE,FALSE,823,8,66,2012,41.77922141,-87.69359949
8950594,12/29/12 9:00,STREET,FALSE,FALSE,523,5,53,2012,41.670475,-87.63694944
8948409,12/29/12 8:30,STREET,FALSE,FALSE,2535,25,23,2012,41.90463027,-87.72104645
8948332,12/29/12 8:00,STREET,FALSE,FALSE,1532,15,25,2012,41.88854004,-87.74989399
8948432,12/29/12 7:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,923,9,63,2012,41.80008061,-87.69505345
8948608,12/29/12 7:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,731,7,69,2012,41.76893055,-87.63204395
8948739,12/29/12 7:00,STREET,FALSE,FALSE,923,9,63,2012,41.79685427,-87.69374322
9046824,12/29/12 7:00,STREET,FALSE,FALSE,813,,64,2012,,
8948789,12/29/12 6:00,STREET,FALSE,FALSE,1823,18,8,2012,41.89985337,-87.63555742
8948245,12/29/12 5:30,STREET,FALSE,FALSE,1113,11,25,2012,41.87937319,-87.74377528
8948622,12/29/12 5:00,STREET,FALSE,FALSE,1032,10,30,2012,41.8387265,-87.71327141
8948853,12/29/12 4:00,STREET,FALSE,FALSE,1931,19,5,2012,41.93936369,-87.68646239
8948874,12/29/12 4:00,STREET,FALSE,FALSE,1233,12,31,2012,41.85967199,-87.65662499
8948258,12/29/12 3:30,STREET,FALSE,FALSE,2233,22,73,2012,41.70272093,-87.64377543
8948282,12/29/12 3:30,STREET,FALSE,FALSE,414,4,43,2012,41.75599815,-87.58234441
8948283,12/29/12 3:00,STREET,FALSE,FALSE,2511,25,17,2012,41.9378323,-87.81639249
9007491,12/29/12 3:00,STREET,FALSE,FALSE,732,,68,2012,,
8949038,12/29/12 2:00,STREET,FALSE,FALSE,211,2,35,2012,41.83822464,-87.61841463
8948191,12/29/12 1:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2223,22,73,2012,41.72647055,-87.64199026
8948652,12/29/12 1:00,STREET,FALSE,FALSE,914,9,34,2012,41.84452046,-87.63319358
8951518,12/28/12 23:45,STREET,FALSE,FALSE,2023,20,77,2012,41.9791677,-87.65774816
8948819,12/28/12 23:00,STREET,FALSE,FALSE,1733,17,21,2012,41.94117082,-87.70350256
8948343,12/28/12 22:30,STREET,FALSE,FALSE,411,4,45,2012,41.75028311,-87.58718243
8948591,12/28/12 22:30,STREET,FALSE,FALSE,2523,25,21,2012,41.93522476,-87.72448429
8948278,12/28/12 21:45,STREET,FALSE,FALSE,831,8,66,2012,41.77199161,-87.68943353
8948285,12/28/12 21:30,STREET,FALSE,FALSE,2223,22,71,2012,41.73537616,-87.63523391
8948444,12/28/12 21:30,STREET,FALSE,FALSE,1712,17,14,2012,41.97193605,-87.73319215
8948136,12/28/12 21:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2514,25,19,2012,41.93751555,-87.76782474
8948419,12/28/12 21:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1235,12,31,2012,41.85326884,-87.65000107
8948421,12/28/12 20:30,STREET,FALSE,FALSE,1234,12,31,2012,41.85838125,-87.66631496
8948255,12/28/12 20:30,VACANT LOT/LAND,FALSE,FALSE,1024,10,30,2012,41.8526376,-87.70879117
8948059,12/28/12 20:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2512,25,19,2012,41.92036055,-87.78061619
8948145,12/28/12 20:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,823,8,66,2012,41.78242775,-87.6997237
8948473,12/28/12 20:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,831,8,66,2012,41.77350962,-87.70990766
8949418,12/28/12 19:45,STREET,TRUE,FALSE,1732,17,16,2012,41.94711047,-87.71533208
8950282,12/28/12 19:00,STREET,FALSE,FALSE,421,4,43,2012,41.75471514,-87.55491641
8948060,12/28/12 18:30,STREET,FALSE,FALSE,2515,25,19,2012,41.92761504,-87.76020976
8948205,12/28/12 18:25,STREET,TRUE,FALSE,1211,12,23,2012,41.8991027,-87.70466911
8949020,12/28/12 18:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1712,17,13,2012,41.97882894,-87.70890569
8948279,12/28/12 18:00,STREET,FALSE,FALSE,823,8,65,2012,41.7752068,-87.71725276
8948515,12/28/12 18:00,STREET,FALSE,FALSE,1432,14,22,2012,41.93196312,-87.68413735
8948497,12/28/12 18:00,STREET,FALSE,FALSE,1235,12,31,2012,41.85502135,-87.64385243
8949312,12/28/12 18:00,STREET,FALSE,FALSE,2011,20,4,2012,41.97957178,-87.69676168
8948930,12/28/12 18:00,STREET,FALSE,FALSE,1235,12,31,2012,41.85515047,-87.65215408
8948457,12/28/12 17:30,STREET,FALSE,FALSE,432,4,52,2012,41.72016834,-87.53905896
8948364,12/28/12 16:00,STREET,FALSE,FALSE,1712,17,13,2012,41.97988947,-87.71014947
8954564,12/28/12 16:00,STREET,FALSE,FALSE,1424,14,24,2012,41.90936052,-87.67430029
8948558,12/28/12 15:00,STREET,FALSE,FALSE,2511,25,18,2012,41.93184791,-87.80272546
8962131,12/28/12 15:00,STREET,FALSE,FALSE,1215,12,24,2012,41.89510474,-87.66348312
8948433,12/28/12 15:00,OTHER,FALSE,FALSE,2032,20,4,2012,41.97252383,-87.67615754
8949275,12/28/12 14:30,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1215,12,28,2012,41.88527019,-87.67166878
8948424,12/28/12 14:00,STREET,FALSE,FALSE,1633,16,15,2012,41.93997315,-87.76424511
8953388,12/28/12 14:00,STREET,FALSE,FALSE,712,7,68,2012,41.78596821,-87.64630515
8947767,12/28/12 13:45,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,833,8,65,2012,41.75464162,-87.74138516
8947677,12/28/12 13:30,STREET,FALSE,FALSE,1022,10,29,2012,41.86131929,-87.69609308
8947412,12/28/12 12:30,SPORTS ARENA/STADIUM,FALSE,FALSE,1214,12,24,2012,41.89014923,-87.65192193
8948465,12/28/12 12:00,STREET,FALSE,FALSE,1433,14,24,2012,41.90782244,-87.66411063
8950170,12/28/12 11:00,STREET,FALSE,FALSE,1434,14,24,2012,41.91334733,-87.67372655
8947171,12/28/12 10:34,STREET,FALSE,FALSE,713,7,67,2012,41.78541279,-87.65722679
8948776,12/28/12 10:00,STREET,FALSE,FALSE,1034,10,31,2012,41.84727255,-87.67872558
9002580,12/28/12 9:00,RESIDENCE-GARAGE,FALSE,FALSE,422,4,46,2012,41.74885909,-87.56269379
8947413,12/28/12 9:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1224,12,28,2012,41.88031173,-87.66462911
8947295,12/28/12 8:00,STREET,FALSE,FALSE,2234,22,75,2012,41.68555145,-87.66451167
8947164,12/28/12 8:00,STREET,FALSE,FALSE,523,5,53,2012,41.66847161,-87.63423332
8947025,12/28/12 7:45,STREET,FALSE,FALSE,1022,10,29,2012,41.85964362,-87.70776857
8947233,12/28/12 7:00,STREET,FALSE,FALSE,634,6,49,2012,41.72339536,-87.62239606
8947659,12/28/12 7:00,STREET,FALSE,FALSE,1033,10,30,2012,41.84198804,-87.70143381
8946785,12/28/12 6:33,STREET,FALSE,FALSE,1921,19,5,2012,41.95035629,-87.68196564
8953198,12/28/12 6:00,STREET,FALSE,FALSE,631,6,44,2012,41.74432108,-87.60362738
8946942,12/28/12 5:40,STREET,FALSE,FALSE,923,9,63,2012,41.80171296,-87.68564816
8947263,12/28/12 5:30,STREET,FALSE,FALSE,633,6,49,2012,41.72308211,-87.60827815
8954234,12/28/12 5:00,STREET,FALSE,FALSE,414,4,46,2012,41.74547814,-87.56721212
8947246,12/28/12 3:00,STREET,FALSE,FALSE,1931,19,5,2012,41.93772195,-87.68829095
8953211,12/28/12 2:00,STREET,FALSE,FALSE,1031,10,30,2012,41.83366237,-87.72076558
8947523,12/28/12 1:30,STREET,FALSE,FALSE,633,6,49,2012,41.72383065,-87.61384874
8947590,12/28/12 1:00,STREET,FALSE,FALSE,815,8,57,2012,41.80459677,-87.72731076
8948127,12/28/12 1:00,STREET,FALSE,FALSE,2535,25,22,2012,41.91649052,-87.72149892
8946753,12/28/12 0:01,STREET,FALSE,FALSE,2234,22,75,2012,41.68618323,-87.6646113
8947887,12/28/12 0:01,STREET,FALSE,FALSE,921,9,58,2012,41.82234896,-87.69726108
8954069,12/27/12 23:15,STREET,FALSE,FALSE,711,7,68,2012,41.79401122,-87.63574949
8946549,12/27/12 23:15,STREET,FALSE,FALSE,1532,15,25,2012,41.88203293,-87.7476397
8947236,12/27/12 23:00,STREET,FALSE,FALSE,1225,13,28,2012,41.89693276,-87.68457674
8947998,12/27/12 23:00,STREET,FALSE,FALSE,825,8,66,2012,41.78267116,-87.69215359
8946566,12/27/12 23:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,815,8,57,2012,41.80032629,-87.73036938
8946644,12/27/12 22:30,STREET,FALSE,FALSE,1031,10,30,2012,41.8348971,-87.72537739
8946574,12/27/12 22:00,STREET,FALSE,FALSE,832,8,66,2012,41.76481262,-87.68311633
8947735,12/27/12 22:00,STREET,FALSE,FALSE,823,8,66,2012,41.7823578,-87.71254618
8948338,12/27/12 21:00,STREET,FALSE,FALSE,1235,12,31,2012,41.85882478,-87.6475008
8947158,12/27/12 21:00,STREET,FALSE,FALSE,523,5,53,2012,41.66099516,-87.64271666
8946575,12/27/12 20:00,STREET,FALSE,FALSE,923,9,63,2012,41.80274459,-87.6914767
8947600,12/27/12 19:30,STREET,FALSE,FALSE,1711,17,12,2012,41.98649449,-87.74816182
8947605,12/27/12 19:00,STREET,FALSE,FALSE,533,5,54,2012,41.65845639,-87.59756402
8947736,12/27/12 19:00,STREET,FALSE,FALSE,822,8,65,2012,41.78601319,-87.71305359
8946287,12/27/12 18:00,STREET,FALSE,FALSE,1421,14,24,2012,41.91091815,-87.6989579
8946280,12/27/12 15:45,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,412,4,47,2012,41.73560376,-87.59738396
8948762,12/27/12 14:00,STREET,FALSE,FALSE,1214,12,24,2012,41.8952206,-87.64869459
8946736,12/27/12 14:00,STREET,FALSE,FALSE,1034,10,31,2012,41.85212975,-87.6715186
8946334,12/27/12 14:00,STREET,FALSE,FALSE,2525,25,22,2012,41.92298266,-87.72291407
8946073,12/27/12 13:45,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,723,7,68,2012,41.77420261,-87.64479201
8946143,12/27/12 13:30,STREET,FALSE,FALSE,1731,17,16,2012,41.95294865,-87.7378958
8945923,12/27/12 12:45,STREET,FALSE,FALSE,2525,25,22,2012,41.92265888,-87.7172694
8946400,12/27/12 12:30,STREET,FALSE,FALSE,2234,22,75,2012,41.6988671,-87.64730992
8946058,12/27/12 12:00,STREET,FALSE,FALSE,1215,12,24,2012,41.8935377,-87.6615896
8945746,12/27/12 11:20,STREET,FALSE,FALSE,1034,10,31,2012,41.84887425,-87.67759714
8945860,12/27/12 11:00,STREET,FALSE,FALSE,1132,11,26,2012,41.87084318,-87.72415205
8946739,12/27/12 10:45,STREET,FALSE,FALSE,424,4,46,2012,41.73019655,-87.550329
8945877,12/27/12 10:45,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1031,10,30,2012,41.83666478,-87.73380077
8945802,12/27/12 10:00,GAS STATION,FALSE,FALSE,321,3,42,2012,41.77290578,-87.61277267
8946213,12/27/12 8:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2535,25,22,2012,41.91528172,-87.72227836
8946218,12/27/12 7:50,STREET,FALSE,FALSE,1225,12,28,2012,41.87494214,-87.67427948
8946269,12/27/12 7:40,STREET,FALSE,FALSE,1023,10,30,2012,41.85356129,-87.69412191
8946210,12/27/12 7:00,STREET,FALSE,FALSE,2525,25,22,2012,41.92095426,-87.72438481
8946390,12/27/12 7:00,STREET,FALSE,FALSE,1034,10,30,2012,41.84548124,-87.69051021
8945179,12/27/12 6:45,STREET,FALSE,FALSE,1931,19,7,2012,41.92952136,-87.67844393
8945163,12/27/12 6:07,STREET,FALSE,FALSE,823,8,66,2012,41.7814478,-87.69818977
8946442,12/27/12 5:30,STREET,FALSE,FALSE,611,6,71,2012,41.75115509,-87.66603727
8945560,12/27/12 4:30,VEHICLE NON-COMMERCIAL,FALSE,FALSE,611,6,71,2012,41.75562578,-87.66371501
8946122,12/27/12 2:00,STREET,FALSE,FALSE,1413,14,22,2012,41.92471869,-87.7165514
8945432,12/27/12 2:00,STREET,FALSE,FALSE,922,9,58,2012,41.8080225,-87.6980117
8947304,12/27/12 1:30,STREET,FALSE,FALSE,1234,12,31,2012,41.8533331,-87.66653625
8948339,12/27/12 1:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,621,6,71,2012,41.75590359,-87.64432793
8945193,12/27/12 0:01,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,935,9,61,2012,41.80101922,-87.64424093
8951778,12/27/12 0:01,STREET,FALSE,FALSE,1213,12,24,2012,41.89686273,-87.65767969
8945136,12/26/12 23:40,STREET,FALSE,FALSE,1013,10,29,2012,41.84834954,-87.73426424
8945676,12/26/12 23:00,STREET,FALSE,FALSE,411,4,43,2012,41.75349639,-87.58460547
8945740,12/26/12 23:00,STREET,FALSE,FALSE,1532,15,25,2012,41.88942456,-87.74898615
8946079,12/26/12 23:00,STREET,FALSE,FALSE,1114,11,26,2012,41.88276432,-87.72832801
8945630,12/26/12 22:00,STREET,FALSE,FALSE,723,7,68,2012,41.77051595,-87.64187311
8945427,12/26/12 21:30,STREET,FALSE,FALSE,421,4,43,2012,41.75525843,-87.56550889
8946147,12/26/12 21:00,STREET,FALSE,FALSE,1133,11,29,2012,41.86955326,-87.71949049
8945485,12/26/12 20:30,STREET,FALSE,FALSE,2534,25,23,2012,41.90368492,-87.72648117
8945177,12/26/12 20:30,STREET,FALSE,FALSE,831,8,66,2012,41.77421595,-87.70858471
8946261,12/26/12 19:00,STREET,FALSE,FALSE,1235,12,31,2012,41.8587151,-87.6563047
8945384,12/26/12 18:00,STREET,FALSE,FALSE,2512,25,18,2012,41.92864811,-87.79798933
8949486,12/26/12 17:30,STREET,FALSE,FALSE,623,6,69,2012,41.75656261,-87.62945183
8946266,12/26/12 17:00,STREET,FALSE,FALSE,1431,14,22,2012,41.92473728,-87.69337151
8945279,12/26/12 17:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1935,19,7,2012,41.93030747,-87.65270743
8945080,12/26/12 16:30,STREET,FALSE,FALSE,922,9,58,2012,41.80694835,-87.68698557
8946580,12/26/12 16:00,STREET,FALSE,FALSE,1634,16,15,2012,41.93996112,-87.75688313
8949525,12/26/12 15:00,STREET,FALSE,FALSE,333,3,43,2012,41.76558753,-87.57828113
8945431,12/26/12 14:30,STREET,FALSE,FALSE,322,3,69,2012,41.766473,-87.61625732
8945493,12/26/12 14:00,STREET,FALSE,FALSE,1225,12,28,2012,41.87886034,-87.66941419
8944690,12/26/12 13:45,STREET,FALSE,FALSE,1215,12,28,2012,41.88602702,-87.65696758
8944577,12/26/12 13:00,RESIDENCE,FALSE,FALSE,312,3,69,2012,41.77571756,-87.61566309
8944797,12/26/12 11:00,STREET,FALSE,FALSE,1112,11,23,2012,41.90109142,-87.72488947
8950098,12/26/12 11:00,STREET,FALSE,FALSE,1813,18,7,2012,41.9118249,-87.64210621
8944628,12/26/12 10:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2514,25,19,2012,41.93849791,-87.76392376
8944507,12/26/12 9:48,ALLEY,FALSE,FALSE,232,2,40,2012,41.78995621,-87.61762745
8945809,12/26/12 9:30,STREET,FALSE,FALSE,1912,19,6,2012,41.96148172,-87.66910501
8944774,12/26/12 8:00,STREET,FALSE,FALSE,1221,12,24,2012,41.89157826,-87.68158254
8944937,12/26/12 8:00,STREET,FALSE,FALSE,1235,12,31,2012,41.85913194,-87.65207879
8944948,12/26/12 5:00,STREET,FALSE,FALSE,531,5,50,2012,41.69272268,-87.60453307
8957307,12/26/12 1:00,STREET,FALSE,FALSE,1214,12,24,2012,41.89207534,-87.65650344
8944175,12/26/12 1:00,STREET,FALSE,FALSE,832,8,66,2012,41.76853173,-87.68564845
8944631,12/25/12 22:00,STREET,FALSE,FALSE,2515,25,19,2012,41.92442772,-87.76492345
8944265,12/25/12 22:00,STREET,FALSE,FALSE,911,9,58,2012,41.82542858,-87.69389918
8944290,12/25/12 22:00,STREET,FALSE,FALSE,923,9,63,2012,41.7952318,-87.69858178
8944096,12/25/12 21:00,STREET,TRUE,FALSE,332,3,43,2012,41.77184886,-87.58397416
